,reviews,date
308,I have flown a number of times on the Bangkok-Nairobi route and had a mixed set of experiences. Seats are good for sleeping and food is edible mostly. I approach it as super premium economy with some business perks and I am not disappointed. I rarely watch in-flight entertainment but it doesn't work sometimes - that is a fact. Don't expect too much in terms of communication if there is trouble but they have generally been okay with us. Only one serious delay in 8 years (door wouldn't close) and we were treated okay in Business (slow but sure) but the economy passengers were left at the gate all night with minimal information late refreshments and little help. Basically they were dumped because Kenya Airways only had enough staff left on duty to take care of us and they had to wait until we were shuttled off to our hotel before they got any attention.,25th May 2014
309,Just last week I was on another Kenya Airways flight but this time the experience far from what I'd expected. The aircraft itself had only just returned to Nairobi with a full load of passengers about an hour before we boarded it. Of course it had been prepared for our flight but not well enough - the toilet I used even before departure was grubby the carpeting on the floor of the passenger cabin still had tiny remnants of a food spill from the previous flight the inflight entertainment system worked only partly - the flight tracker did not work at all throughout the 8 hr flight to Amsterdam - the choice in movies and music was so limited and the sound quality so inadequate. A far cry from the very enjoyable flight on the KLM B747-400 that had flown me on the outward leg. But the food was fairly good and there was one or two particularly attractive flight attendants.,7th May 2014
310,8 flights in 6 weeks with 'The Pride of Africa'. 4 flights without the inflight entertainment working. Whole rows of seats had similar problems. All 777. Staff not able nor did they appear to care about the problems. Letter to KQ had a few platitudes back. Don't fly KQ long haul.,30th April 2014
311,My wife and I arrived in Guangzhou on 26 Dec 2013 from Melbourne to connect with Kenya airways to Nairobi. In summery we faced lots of inconveniences simply due to language problems. The flight to Nairobi was cancelled but none of the staff could tell us what was going on. The airline should consider having Swahili or English speaking staff permanently stationed in Guangzhou.,13th April 2014
312,Flew NBO-AMS on B777: Flight was on time and aircraft quite new. The staff were nice. There could have been more thorough pre-takeoff and pre-landing aisle checks for seat belts etc. The entertainment system was ok good choice of movies but the sound was low. The food was ok We departed on time: The business class seats were comfortable and the cabin was clean. A rather good experience.,6th April 2014
313,First time traveller with KA and returning with them also but given the choice to the same destination next time I will make sure the flight is with KLM. The reason for my disappointment was the food provided. The breakfast served was pathetic fruit juice yoghurt bread roll margarine and jam and a bagel are not for me. Then on the connecting flight to Mombasa I received an apple turnover and some coffee. Sorry KA but that just isn't breakfast to me. Cabin Crew were friendly and efficient flight was good but to lose customers for poor food is pretty bad.,1st April 2014
314,Flew AMS-NBO on B777 and NBO-CDG on the B767-300. The B777 was fine but nothing special. Friendly staff. Slightly little legroom but fine. IFE ok not much choice and slightly bad sound but still fine. The temporary arrivals terminal in NBO is small but efficient. The B767 was worse. Legroom was extraordinary small. The only thing that made it bearable to sit for almost 9 hours at the seat was that I had two seats for myself. Quite old plane too entertainment system was not on demand. Good staff however and the food was ok. The B777 is recommended try to avoid the old B767.,10th March 2014
315,16th Feb 2014 LHR-Nairobi. Flight on time. Very clean aircraft. Not full so able to spread out. Comfy chairs good IFE and movie choice. Food was delicious requested Vegan meal and it was delivered. Cabin crew were lovely and attentive. Drinks were given by the double! Honestly couldn't fault them brilliant flight.,10th March 2014
316,Flew from NBO to Heathrow on the 777. Flight delayed 45 mins because otherwise we would have arrived at Heathrow before 6am on a Sunday. Surely the Operations people could have scheduled the flight accordingly? Seats were rock hard and uncomfortable. Service by the all male cabin crew was erratic. IFE was OK. Not recommended but there is a distinct lack of competition on this route so there is not a lot of choice.,4th March 2014
317,KQ860 NBO-BKK. 767-300. Flight was 99% full and ground staff and FA's were efficient with the boarding process and managed to get everyone seated in time (despite the large amount of duty free items brought on board). There were a lot of Chinese/Thai flight attendants to deal with the Chinese/Thai speaking passengers. Hand luggage size rules were (generally) obeyed by passengers. Flight arrived about an hour early. FA's were friendly and had good English. Good selection of beverages (and generous amounts). Food was also good. Leg room and seat width was adequate. Good magazine. A few noticeable issues: The turning off of electronic devices prior to takeoff and landing was not enforced by staff and staff were also not strict enough with regards to passengers standing up going to the toilets etc. during taxiing. There could have been more thorough pre-takeoff and pre-landing aisle checks for seat belts etc. by the FA's. Sometimes there were no announcements by FA's when the seatbelt sign was turned on by the captain during turbulence and passengers of whom disobeyed the sign were not told to hurry up and sit down - people continued to move around the cabin. There were seat back TV's (channels) but the content was not working (blank black screens on all channels except for the flight data). FA's were notified but could not be fixed. The safety video needs updating and the audio from the loudspeakers was too soft. There were no night aisle walks by FA's with water/juice - they seemed to disappear after the meal service. Overall good for an African airline and has improved over the past years but needs a few more finishing touches before it is on par with a lot of other major international carriers. Good value for money.,30th January 2014
318,Flew from HRE-LHR via NBO in economy the HRE-NBO-HRE sector was on the E190 cabin was clean cabin crew were friendly and attentive. NBO-LHR was on the B777-2 seats were not that comfortable could not sleep. LHR-NBO flight got delayed by over an hour. Disappointed arriving at HRE to find out one bag was lost only to arrive 2 days later.,13th January 2014
319,I travelled on 24th December from NBO-DAR. We travelled on quite a new Embraer 190. Very clean though boarding was late we still left on time and arrived on time IFE was working though it was very boring. The crew were constantly hardworking and kind of strict. The return flight DAR-NBO was quite the same a rather older Embraer 190 boarding late again but we took off and arrived on time at least the cabin crew were much kinder upon arrival we found our baggage at the new arrivals terminal which I have to say is the most beautiful African terminal I've seen. With all that I have to say I had the best regional flights ever. Thumbs up to Kenya Airways short haul flights.,13th January 2014
320,MYD-NBO. It was an Embraer E170. Took off on time and landed 20 min early. Was travelling with my infant and so they gave me a very good service at both airports - Malindi Airport and Jomo Kenyatta International Airport. Gave me a front seat so I sat very comfortably throughout the flight. In-flight was also impressive was served snacks with very cheery FA's. Got a very nice view of the Mount Kilimanjaro peak which was informed to us by the Captain. Overall I would prefer KQ as my first choice.,13th January 2014
321,Flew from NBO-AMS then connection on KLM to the US. I fly using this itinerary every six months and have done for the last four years. Rather mediocre service. This flight was delayed for two hours due to the fact that the passenger loader was not working. No announcements were made in the lounge. The Simba Lounge was closed to me even though I showed the Delta Club Membership. Check in at the counter was sub-par as was lining up for Immigration. Asked for water for medication I was taking three times. If you are sleeping they do not serve you nor leave the headset etc in the magazine pouch in front of you. On arrival in Amsterdam you are met with armed security personnel checking your passport.,6th January 2014
322,Flight from NBO to MSA. Good experience and seem like high standards. Used the SIMBA lounge as well. There was a huge storm in NBO and the staff checked and rechecked the boarding passes. An elderly lady was in a wheelchair and couldn't don the plastic raincoats they gave us for the trip to the plane (no passenger loader). No one helped her with the raincoat. I helped her and then asked the KQ Staff to help out. They just stood around I guess expecting to be told what to do? Another check by the loading stairs then another check at the entrance of the aircraft with lines forming and people getting wet. Otherwise the flight was ok.,6th January 2014
323,NBO-MBA. It was a new Embraer E190. Flight was on time. Flight was full. FA were in a sparkling mood ever smiling and welcoming. Was served with nuts and soft drinks. Good information from the First officer. IFE was working but flight time was short. Overall had a nice flight.,27th November 2013
324,We flew overnight LHR to Nairobi then back overnight 8 days later after our Kuoni safari. Both were 777-200 quite old but seemed well maintained. Seats 3-3-3 firm but leg room OK. Seat allocation very good: on outward trip it was under 80% full and they gave us 3 seats for the 2 of us. Staff very cheery and efficient drinks plentiful food good except breakfast on return (boring no fruit). Toilets kept clean & dry. Took tablets so can't comment on IFA. No problems at Nairobi airport despite the fire.,27th November 2013
325,Bangkok to Nairobi. Old Plane with passengers already on board transiting from China food and rubbish everywhere. Ripped seats that do not recline. No music or TV/Movies at all not even a large screen nearby. Very long flight with young children with no entertainment would not fly with them again. We had ordered a child meal but were told they had run out.,10th November 2013
326,NBO-JUB (Juba South Sudan)-NBO. Excellent flights in a new Embraer 190 both ways. Aircraft clean and appealing. Onward flight on time full service 3 option hot meals offered. Drinks plenty inc alcoholic beverages. FA service excellent despite flight completely full in both classes. Granted lounge access in NBO and 60 kg luggage due to Skyteam gold status. Flight back to NBO also about full. Departed 30 Minutes prior to scheduled (arrived similarly early). Food was less good only 2 options (goat and chisken) and of much smaller size and meat was grinded. 2 wines are offered (absolutely undrinkable). Inflight entertainment not working despite individual monitors mounted. Power outlets at every seat. Tickets expensive as KQ enjoys very little competition on the route.,10th November 2013
327,Terrible experience with Kenya Airways. Flew from London to Nairobi in September. After losing our luggage they didn't seem very concerned or willing to help. We had to keep complaining to get them to do anything and kept getting passed from one employee to another. The next morning we had to fly from Nairobi to Kilimanjaro on Precision Air which is a subsidiary of Kenya Airways and got bumped from our flight until 12 hours later. Then they didn't take anyone's luggage on the flight! They told us that the luggage would arrive the next day but it didn't arrive until 4 days later. By that time we were on Mount Kilimanjaro using rented and purchased gear. At no time did the airline offer to reimburse us. Finally at the end of our trip we had to fly on Kenya airways from Nairobi to London. We arrived at the airport 3 hours before the flight and when we checked in the agent told us we were on standby! We created a big enough stink that they gave us our boarding passes. Then the flight was 3 hours late departing. Also on both Air Kenya flights the food wasn't very good and the inflight entertainment units didn't work well. If we ever fly back to Africa we would never fly Kenya Airways again.,4th November 2013
328,MBA-NBO-CAN-NBO-MBA. It was a quite old Boeing 767-300ER but well maintained. Flight was on time. Very hard- working in a sparkling mood and attentive airline crew members. Good information from captain and purser. I was impressed. Keep it up Kenya Airways.,22nd October 2013
329,NBO-KIS-NBO domestic 11-14 September respectively. Both flights on time. Aircraft's (Airbus 320 and Embraer 190 respectively) were clean and well-functioning. The temporary airport in NBO now have established a cozy tented temporary lounge for elite flyers good initiative as compared to 2 weeks ago. Drink and snack (2 bags of nuts) service on board but no hot drinks offered (50 minutes flights). No entertainment. No gate corridors must walk on the tarmac to and from plane. FA staff nice and caring despite busy. VIP-lounge in Kisumu accessed (by Flying Blue gold card) but must pay for all the items served.,16th September 2013
330,NBO-EDL-NBO. Domestic flights all on time. Due to the newly burnt NBO airport boarding was primitive and lengthy and we were 5-10 passengers who lost our flight due to lack of calls for boarding other routes were announced clearly. As there was a mess in the temporarily domestic airport there were no facilities no signboard nor search for passengers. Strangely enough my luggage was unloaded (correctly) but I was furious as I was accused for No Show despite sitting straight in front of the only exit way in the tent where all domestic passengers had to walk through to their flights. However some apology was received and they rebooked me instantly for the following morning but only as a “prioritized waitlist passenger. However I got the last seat and was pleased to eventually get it. Otherwise all flights on time pleasant FA-service and good announcements on board. Almost new aircraft's Embraer 175 and 170 respectively. No lounges available despite holding SkyTeam Gold. After request they offered me 1 snack and 1 soft drink in Nairobi. The lounge in EDL not available for non-VIPs.,26th August 2013
331,LHR-NBO-LHR. LHR-NBO departed on time aircraft was a very tired 777-200 ER NVOD didn't work food was very poor the only upside was the flight attendants who were always helpful! Seats were extremely uncomfortable and I could feel springs. Most airline food is never very good but this was awful it was very over cooked and was all stuck together. NBO-LHR departed over an hour late as aircraft was parked at the wrong part of the airport so we were made to sit in a tent on the apron in darkness until someone got fuel for a generator once on the aircraft it was again a rather tired 777-200 ER and was again in a seat which probably hasn't seen a cushion in 10 years! NVOD still didn't work which made for a long flight. Food was marginally better. Again I cannot fault cabin crew who were very attentive. Overall though it was not enough to make me want to book with KQ again.,21st August 2013
332,USA-AMS-NRB. Flight fine until we got to NRB late evening and had to deal with Kenyan customs who extort money. I had no extra or overweight luggage but was told I had to pay duty for my toddler nieces and nephews clothes while I watched multitude of passengers go by with extra tots. NRB-AMS-USA flight had the worst meals: breakfast croissant and bread. FA's appeared tired and bothered when requested for anything especially water. The food products were dirty: yoghurt with old dried yoghurt on the side tray appeared messy/haphazardly setup. Food was better when it was under NAS. Service has really declined what a shame!,11th August 2013
333,Overnight flight to Nairobi from Schipol. Seating was very uncomfortable where sleep was near impossible. Service onboard was attentive. On the return flight to Schipol I found the food tray to be dirty. Service was reasonable but not as good as the outbound flight. I have flown with Kenya Airways for some 9 years for some reason the overall service has slipped. I've just compared Kenya Airways with BA where the cost is some £400 higher the journey time is much reduced and I would be reasonably confident that BA can match or beat Kenya Airways on service.,4th August 2013
334,DXB-NBO operated by Kenya Airways codeshare with SU. Boeing 767-200 in a 2-3-2 seat configuration. Aircraft a bit old but well maintained. Flight full. Overbooked on business class 1 person was downgraded. I got one of the very last seats in the middle of an 2-3-2 configuration. But the staff were good hard-working in a sparkling mood and attentive. Ordered 2 drinks and was given 2 of each (as to make up for busy FAs and few rounds of service). This happened to everybody who cared but only at the first service- IFE on large plenum screen worked surprisingly well. Good information from captain and purser. Aircraft parked far from gate. Luggage delivery at the belts in Nairobi messy with tonnes of unpicked suitcases all over the place. Monitors were not properly working thus need to check 6 belts to get luggage as staff were giving incoherent information.,31st July 2013
335,Nairobi - Lusaka in July 2013. Was worried as have experienced KQ's long haul service before and Nairobi airport is horrendous. However this was a great flight. New Embraer 190 individual IFE (that worked!) good in-flight service. Departure/arrival on time. Given they have no real competition on this route I was impressed.,30th July 2013
336,CDG-NBO-EBB and EBB-NBO-AMS. First flight was an hour late in departing IFE had a horrible crackle only 5 movies on the 767-300 one of which they only showed half of. Food was ok school dinner like really only got a lunch meal (pasta followed by chicken curry and apple pie) dinner was a tuna roll which is not a dinner considering the flight was landing at 9pm and 9 hrs long. Seats were uncomfortable material very lose and faded. NBO-EBB was a brand new Embraer 190 excellent comfort leather seats steak and cheese roll much better same on the return leg but got a continental breakfast. NBO-AMS was a 777-200er similarly poor condition but had new IFE 20+ movies but some didn't work. My IFE worked on the my side of the plane (seat fghj) the other side (a-e) were all broken meals again were poor. Won't be flying again KLM BA or Emirates next time.,30th July 2013
337,Outbound: YYZ-JNB via AMS and NBO. Inbound: JNB-YYZ via NBO and AMS. Flew KLM on YYZ-AMS on an old soon to be retired mighty MD-11 but the cabin looked new. Flight on time. No PTVs in Business Class but I slept almost the entire flight. Service was great. Had an 8 hour layover in Amsterdam. Nightmare began when boarding the AMS-NBO flight. Plane was a moderate Boeing 777-200ER. Garbage all over the floor no PTVs seats that can't recline for standard Business Class and some broken tray tables. Left an hour late. The food for Business Class looked like plastic and it somewhat tasted like plastic. Arrived 15 minutes late the next morning. Nairobi's airport was in very poor shape. NBO-JNB - Luckily it was the gate next to where I arrived. Flight was operated by an old Boeing 737-700. Seats better than AMS-NBO flight cabin clean but some tray tables were missing. Flight delayed because of morning traffic congestion. Flight attendants very polite. Arrived later than scheduled. On the return the JNB-NBO flight wasn't delayed but the Boeing 737-700 was awful. The next day we board at around 8am but the plane wasn't even at the gate. A replacement airplane a very poor looking Boeing 767-300ER was towed to the gate at 9.00. Boarded at 9.45 and left at 10.15. Served the worst breakfast and lunch. Arrived an hour late in Amsterdam. Had a 5 hour layover waiting to travel with KLM. Aircraft was a new Airbus A330-200. On time flight even arrived earlier in Toronto. Business class cabin was great. No PTVs though. This will be the first and last time I will fly Kenya Airways.,9th July 2013
338,"JNB-NBO in a 737. Plane arrived late took off late. Seating on the 737 a bit cramped for a flight of this distance. Served a late lunch fair quality. No IFE. No magazine in my seat pocket. Did not enjoy this trip. Nairobi airport 5 hour layover. Very poor airport to spend time in. Dark and gloomy. No seats to lie down in. Big Big wait to get food at the poor restaurant/snack place. Cold chicken pie could only manage a bit of it. You cannot even watch the planes arriving and leaving. Avoid NBO if longer than 1 hour. NBO-LHR on 777. OK economy fair. IFE very hard to work out and not a good choice. Dinner - fair at best. Breakfast before arrival very poor. Hard to get a second cup of coffee. Compares well to ""Ryanair"".",3rd July 2013
339,ADD-NBO-ADD. Both flights on time. Easy check in. Wonderful new aircraft the Embraer 190 lifts the whole experience above almost all medium haul flights in my entire life. I volunteered to downgrade on the ADD-NBO leg as the flight was sold out and I was only stand-by despite having a booking. However the ticket was issued for the following morning and I had the choice either to downgrade or to wait. But even the economy class was a very good experience despite being full: lots of food (2 food options + vegetarian) constant refill of drinks and the aircraft completely clean and staff observant and kind and quick. Not denied anything. On the way back same excellent service even the tax-free worked well. Very detailed enjoyable and interesting info from captain on both legs the entire cockpit staff was introduced and likewise the chief purser. Nice seats spacious with power-outlets. A great experience. IFE seemed not working but who cares?,26th May 2013
340,"They have repeatedly failed to deliver service befitting their alleged title as ""The Pride of Africa"". Sydney to Nairobi via Bangkok in April and December 2012 and the experience was appalling. KQ took over from BKK and FAs were very rude dismissive and rolled their eyes at simple and polite requests for essentials such as a blanket and water. When my first blanket request was ignored I pushed the FA button only for a passing FA to turn it off harshly and storm off while I was trying to explain what I needed. Eventually I gave up. There was no entertainment although this was a 15 or so hour flight! The seats were really uncomfortable and bathrooms were disgusting but I have to say the food was the only highlight. Never flying KQ again though.",28th April 2013
341,Flew from FBM to HKG it was pretty old 767 aircraft. Half of the entertainment system didn't work. Always afraid of whether the baggage will arrive or not. Uncomfortable seats. One of the flight attendant behaviour flying out was very impolite.,28th April 2013
342,Great overnight flight from LHR to Nairobi. On time. Delightful service. Good food. Generous with drinks. Only issue was shortish time between dinner and breakfast. Connection to Entebbe smooth. On time. New plane. Same quality of service. Baggage arrived. Absolutely no complaints.,18th April 2013
343,LHR-NBO-NDA Flew 17 Dec. Boarding was quick and efficient. Flight was delayed leaving Heathrow due to baggage needing to be taken off the plane because of no passengers. An understandable security measure and the pilot entertained us with his flight plan. Food was good and staff were friendly and attentive. Landed on time in Nairobi. Second leg to Ndola was uncomfortable. Seated in emergency exit aisle with very straight seat unable to recline. Seat slipped forward so the metal was exposed. Return leg via Nairobi was good. Seat for Nairobi to London was broken so would not stay reclined. IFE was good both ways as was all food and drink served.,29th January 2013
344,Nairobi to Bangkok. It was an overnight flight that was continuing to Guangzhou. An older aircraft entertainment system didn't work food was inedible. The staff however were delightful. Cheap tickets that got us to our destination - would definitely pay more in the future to avoid such an unpleasant experience.,29th January 2013
345,We travelled for the first time with Kenyan Airways and found staff very friendly and helpful. The food on board was adequate and hot. The seats were not very comfortable seat pitch poor and not much room. The return trip was on a newer aircraft I think and the onboard entertainment system worked fine.,24th January 2013
346,More than happy with the service from Malindi to Nairobi. The travel agent messed up my ticket and did not have the ticket available at the airport. They were kind and patient and even came on board to make sure I was fine I even was upgraded to business. It was such a short flight but the additional leg room was nice and seats were comfortable. Flight is only 40 minutes - time for a snack hot towel and soda.,7th January 2013
347,24 Dec 2012. Travelled KQ 484 from NBO-DAR. A midday flight we boarded quite early and waited a long time to depart. Embraer-190 was very clean and new had a delicious meal and arrived on-time and found our luggage. On our return flight boarded on-time and we left 10 minutes earlier than scheduled. The passengers seated in front of me fully lowered his seat which made me quite uncomfortable during both trips however the crew were kind.,3rd January 2013
348,Traveled to NBO on 31 Sep 2012. Flight delayed due to the fact that a jacket was found in a seat with no passenger attached to it. A few mumbled announcements were made to find the passenger. A security delay was announced followed by a need to re-fuel the aircraft before take-off. Many passengers missed their onward flights. Seats were incredibly uncomfortable. Felt like there was no padding and my seat cushion slipped forward revealing the metal base of the seat. Very uncomfortable. Inflight service did not work. No matter how many times they rebooted it certain seats were still no-ops. Headphones were falling apart and the one pair that was not was of no use as the socket on the seat I was sitting in and the one next to me was broken. The meal service was similar to what you would expect on a charter flight. Very basic breads cold to frozen and dry salad was tired and limp. I will not be flying KQ in futre unless I can pay for a C class ticket.,22nd November 2012
349,5 Nov 2012 KQ116 Nairobi to Amsterdam Boeing 767 Morning flight. I booked to fly KLM for both out and inbound journeys but unfortunately found myself obliged to fly KQ for the return seats and fittings equally dilapidated as the KQ flight to Paris that I now systematically avoid. Inflight entertainment was simply missing. I didn't think any airline would put these kind of flights on popular international routes. 2 hrs after take-off the breakfast trolley is rolling past 1 hour later flight attendant offers me a tray with bread croissant butter and juice announcing continental breakfast. Half an hour later I'm still waiting for a hot drink. In the meantime the captain is apologising about late take-off from Nairobi as if it was something to be proud of. Tea eventually comes 1 hour after 'continental breakfast'. Incidentally the temperatures in the cabin is kept glacial. This is nothing compared to lunch. After a terribly long wait to only to end up with a repeat of the earlier back and forth game of trolleys and trays partially empty trays trays with this or that missing. My salad comes with the inside of the already unsealed lid smeared with what looks like chocolate pudding? We are a long cry from the fancy looking menu proudly presented at the onset of flight. Between 2003 and 2007 KQ was my favourite company on this route but it will be a while before I choose KQ over other alternatives.,20th November 2012
350,I found the flight horrible. My partners T.V didn't work there and back). Seats not comfy when we called the flight attendant it was over an hour before anyone came that is after the bell was switched off several times. I was not sat with my partner and when I asked if it was possible if we could sit together they couldn't be bothered to help.,9th October 2012
351,Nairobi to Lagos after a 30 hours delay - yes 30 hours! But what was most annoying is that the Kenya Airways staff refused to explain what the problem was...was it mechanical or what? Turned out the cabin crew were staging industrial action to try to prevent non-Kenyan nationals working for the airline. But the refusal to explain anything only made passengers more and more angry. Never want to fly with them again.,8th October 2012
352,To be honest I never got on the airplane got to Nairobi for a flight to Lagos 05/10/2012 to be told the flight was cancelled and they had 'no spare airplanes'. We were told to 'try again the next day.' In the ensuing chaos business class passengers with confirmed ticket for another flight (Nairobi to Addis) were told the flight was overbooked and full already. The airline reflects the airport which is among the worst I've encountered.,4th October 2012
353,KQ is on time. I have flown them 12 times over the last few weeks ex. NBO to MBA and EBB and they are on time. Boarding commences at least 30 minutes before departure and you may have to sit on the plane for 15 minutes but all flights were in time. Flights have been very full. Service has been good (no food service just drinks) and priority luggage works. In EBB our bags were sitting near the conveyor belt having been off loaded first. Let's hope they can keep it up.,24th September 2012
354,We flew from Heathrow to Nairobi on 4th Sep with the flight leaving on time. We managed to get extra legroom seats (row 12) as my husband is 6 ft. 5 and they were fine. Boarding was fairly structured and the food (an evening meal - I chose the veggie option - stuffed peppers) was pretty good - hot and tasty with a snack just before landing for breakfast. I didn't expect much from the IFE from the reviews and wasn't bothered anyway. Some parts of the cabin were a bit frayed around the edges but no real complaints. Crew were fairly attentive. Both internal flights were also fine - a short hop between Nairobi and Mombassa and vice versa - the first left early the second a few minutes late. On both there was time for a snack and a drink with good crew service. Flying back on 13th from Nairobi to Heathrow was fine too - left on time but no extra legroom seats this time so a bit cramped for my husband. IFE was very poor - his seatback TV didn't work and mine was hit and miss. Again no complaints about food. Boarding this time was a bit more chaotic and JKIA is a horrible airport - cramped chaotic and poor flight information. Luggage all arrived with no problems too. Maybe we were just lucky given all the other poor experiences but I can't say there was anything majorly wrong with any of our flights or the service we received.,13th September 2012
355,Flew KQ return flight from CDG to NBI Aug20/Sep4. Flights were about on time. But very old run down 767 (worse than Delta) with pathetic seats/comfort and non-existent inflight entertainment. Staff looked bored and food was poor. With all this you'd expect a discount but no: 900 euros return and the plane was half empty on 20th.,13th September 2012
356,I was scheduled to fly from Chicago to Brussels and take Brussels Air to Nairobi. July 5th ORD flight was late missed connection re-routed through London London to Nairobi via Kenya Airlines. One checked bag did not arrive. Twice Kenya Air made arrangements to deliver bag while I was in country twice they failed to show. Repeated attempts to contact them after I returned were futile. Six weeks later United calls and says they have my bag.,10th September 2012
357,"Flew on a 767 from CDG to NBO on July 19th and then a 777 from NBO to AMS on August 17th. Flight from Paris to Nairobi showed as being ""on time"" for 11am departure but bit by bit departure was pushed back until 3pm without any explanation whatsoever. Once on board 767 both AVOD devices did not work making 8-hour journey feel even longer. Food was average (same as most US carriers) and service was kind. On return flight we were once again delayed for one hour without explanation and once again AVOD in both seats did not work. Food on return flight was less than pleasant. I did not have high expectations but Kenya Airways made even mainstream US carriers look luxurious.",28th August 2012
358,"I live in Kenya and I am a Flying Blue Gold member. Unfortunately I have to fly KQ frequently. I say ""unfortunately"" mainly due to the more than frequent delays without explanations without anyone responsible and without real support as to what to do. You feel totally lost in the horrible JKIA. When flights get delayed over night people are ferried to hotels in CBD instead of hotels closer to the airport. Apart from this standing joke on KQ unreliability of flights I have to say that I have always received my luggage (touch wood). In-flight entertainment is a complete joke with old movies on the system that only works half the time. Twice in business NBO-Paris I had no in-flight entertainment at all and no apologies for it. Food is not too bad. Seats are old and uncomfortable. Now if KQ would at least be a cheap airline I could accept all this but given the pricing structure it is just annoying. $1000 in Econ NBO to Maputo? I have seen worse but I have also seen much better.",28th August 2012
359,A pleasant surprise with this airline. I made sure I bought travel insurance and examined the policy wording after reading these reviews on this site. However from HKG-BKK-HKG it was clean efficient and with good service. Outbound flight delayed by 45 minutes but inward was on time. Luggage and check-in fast and efficient too (although couldn't check-in online). The price we paid made this a budget airline purchase effectively and we treated as such. Would be happy to fly with them again if we found a good deal.,16th August 2012
360,Flew them last month from Lusaka-Nairobi and return on old Boeing 767's. While going flight was via Lillongwe and on return via Harare. Both ways seats were broken and quite uncomfortable. Staff were not friendly at all. Cabin and toilets were quite dirty. Food both ways was also horrible. On return in Nairobi check-in staff gave me 2 boarding passes one for the Nairobi-Harare flight and the other for the Harare- Lusaka flight meaning I had to change seats in Harare! Never seen that in any other airline. Recommend to avoid this airline if possible and use alternatives when flying to and from Africa such as SAA/ET.,1st August 2012
361,"Flight from Nairobi to Kigali cancelled with no notice and no reason. Rebooked on later flight via Bujumbura. Stayed on the ground at Bujumburra for 2 hours. No luggage on arrival and no one cared. Phone call on a Saturday resulted in ""call back Monday we don't have staff to chase luggage on the weekend. In air service was good on all our Kenya Airways flights but poor schedule management and incredibly bad luggage management means I will not fly again if I can help it. Such a pity it could be a great airline.",25th July 2012
362,Flew Dubai to Nairobi to Dubai. Both ways cramped stuffy no IFE and filthy conditions. Also on return flight no reading light and arm rest broken. Flight from Nairobi to Dubai had been cancelled a month before but not informed. Staff made us feel that it was our fault. Kept waiting for hours before we could speak to someone in authority. No genuine interest shown by staff. Will not be using the Pride Of Kenya again.,9th July 2012
363,Flight to Johannesburg. Expected departure at 9.10 called KQ five minutes away from JKIA and informed of delayed departure (11.40). Checked in and informed of another delayed departure to 12 Noon. Boarded for departure at 12 noon Captain announces that we must wait for passengers connecting from New Delhi. Crew advise that they have no idea how long this will take. We finally depart at 12.40. KQ did not know that there were passengers arriving from New Delhi all along? The flight scheduled for 7am had not left thus passengers booked for this flight still stuck with everyone else. What exactly is happening - now informed that the Johannesburg-Nairobi 10.55 never actually exist and has never flown - but KQ will nevertheless book you on this flight and demand USD 80 for any attempt to change! Is this still the 'Pride' or the 'Embarrassment' of Africa in as far as this route is concerned. A number of Kenyans flying on this route frequently advise that you need to stay away from Kenya Airways. I hope that the return trip will be without delay.,3rd July 2012
364,I'm writing from the JKIA airport in Nairobi still stuck for 24 hours without any explanation from management. There was a 5 hour delay for all flights after that operations at the airport resumed to normal. But Kenya Airways kept telling us we would depart every 3 hours until 1am when passengers became angry and had to storm the First Class lounge of Kenya Airways so someone from Management could be called to explain the reason for the long delay. Needless to say no one showed up. Some passengers with children have been stuck at the airport for 2 days. Some passengers - not all have been given food. On average I would say that in the last 24 hours passengers have had 1 meal. Here we are paying $1100 from Nairobi to Accra but this service is pathetic.,6th June 2012
365,Checked in with seats assigned near the front. Trip from the Seychelles back to Nairobi for our connection back to LHR on BA. Boarded only to be told to forget the seat assignment it became an Easyjet / Ryanair fiasco. This happened on the Nairobi-Seychelles route too! I fly a lot and I must say the crew were without doubt the most miserable and rudest crew I've come across. On a positive note the food was quite good and the movie for a short flight was welcome the crew and boarding let the whole thing down. This was a 3 hour economy flight from Nairobi to Mahe both ways torn between yes and no for recommendation as pro's and cons.,1st May 2012
366,"Very disappointing indeed! As a Kenyan I wanted to believe that Kenya Airways is indeed the ""pride of Africa"". Perhaps it was at a time. Recently it is starting to be an ""embarrassment of Africa"". Service has deteriorated to poor levels. Our departure to Dubai was delayed for almost 3 hours. We were bundled out of the business lounge only to spend another hour waiting and without any Airline staff explaining the cause of delay or if indeed we were going to travel. They passed to and fro without having the courtesy to explain. My experience in the morning from Mombassa was a joke.",30th April 2012
367,"Update of my previous review. Rebooked flight out of Jo'burg at 11.15 on 17th April was cancelled with no advance notice sent. Customer Service not at all fazed by further inconvenience to passengers. Given access to lounge after a vigorous complaint. Today 27th April 2012 tried online check-in for return flight. Not too surprised to receive the message ""your reservation does not exist"". Called call centre in Nairobi only to be told my return reservation did not exist! Eventually it was resolved am now awaiting the ""right"" ticket by email.",27th April 2012
