,reviews,date,verified,corpus
276,Flew Business Class round trip CDG (Paris) to/from NBO (Nairobi) on the wonderful new Kenya Airways 787 Dreamliner. (CDG-NBO #113 on Jan-1-15 and NBO-CDG #112 on Jan 9-15) What an airliner and what wonderful service by the caring flight staff. The plane really is the best airliner in the sky right now quiet w/ photochromatic adjustable oversized windows excellent air circulation and higher humidity. As for Kenya Airways they made these two flights extremely comfortable with great food excellent South African wines great lay flat seats (2+2+2 configuration) very adequate inflight AV and very caring services presentation. In addition the Pride and Simba lounges at the new Jomo Kenyatta International Airport Terminal are world class now as well with excellent food beverage TVs quiet areas beautiful bathrooms w/ showers quality WIFI connection - everything you would expect from a Skyteam partner.,2015-01-26,False,flew business class round trip cdg paris nbo nairobi wonderful new kenya airway dreamliner cdg nbo jan nbo cdg jan airliner wonderful service caring flight staff plane really best airliner sky right quiet w photochromatic adjustable oversized window excellent air circulation higher humidity kenya airway made two flight extremely comfortable great food excellent south african wine great lay flat seat configuration adequate inflight av caring service presentation addition pride simba lounge new jomo kenyatta international airport terminal world class well excellent food beverage tv quiet area beautiful bathroom w shower quality wifi connection everything would expect skyteam partner
277,On this very short flight from Nairobi to Kilimanjaro I flew on a brand spanking new E-190. Was very impressed with the plane - plenty legroom love the big windows and each seat also had its own built-in IFE screen. Never seen that on a regional jet. Staff are very friendly and if you sit on the left hand side of the plane you can see Kilimanjaro towering at 5895 m as you're landing in Arusha.,2015-01-19,False,short flight nairobi kilimanjaro flew brand spanking new e impressed plane plenty legroom love big window seat also built ife screen never seen regional jet staff friendly sit left hand side plane see kilimanjaro towering landing arusha
278,I was flying from NBI-BOM and BOM-NBI in 777-300 and return was 777-200 check in went well during both flights. Inflight service was good the flight attendants were polite and helpful. The seats are pretty comfortable. I would recommend this airline.,2015-01-19,False,flying nbi bom bom nbi return check went well flight inflight service good flight attendant polite helpful seat pretty comfortable would recommend airline
279,KQ 202 on 3/1/2015. KQ203 on 9/1/2015. NBO-BOM-NBO. First of all I will compliment the New KQ Terminal which is excellent. The flight was on a new Boeing 777-300ER. Departed on time. The flight was full. Meal was good and I asked for a second round. Despite the flight being full the air hostess without any hesitation and with a smile on her face served me for the 2nd time. The seats were comfy and IFE was OK. Needs an update and increase the movie and music options. Return flight was also good. Ground Service crew were all kind and helpful. Departed on time and landed on time to. Would recommend KQ to everyone who would like to travel to KQ route network. Keep up the good work KQ.,2015-01-19,False,kq kq nbo bom nbo first compliment new kq terminal excellent flight new boeing er departed time flight full meal good asked second round despite flight full air hostess without hesitation smile face served nd time seat comfy ife ok need update increase movie music option return flight also good ground service crew kind helpful departed time landed time would recommend kq everyone would like travel kq route network keep good work kq
280,Flew from Paris via Amsterdam to Nairobi. The 777-300 from AMS/NBO was a new aircraft. The seat width and pitch was OK. The seat back entertainment was fairly limited. The food and beverage service was extremely slow. Bearing in mind that the flight departed at 20.40 the service did not begin for at least 2 hours after take off. Cabin crew was pleasant and helpful. My return flight was on the Dreamliner. The seat pitch and width were OK however the seat itself is very hard I had to use the small pillow they provide to sit on. I can't say that I noticed a huge difference between the Dreamliner and the 777 other that the size of the aircraft. If I was doing that route again I would consider flying with KQ.,2015-01-14,False,flew paris via amsterdam nairobi am nbo new aircraft seat width pitch ok seat back entertainment fairly limited food beverage service extremely slow bearing mind flight departed service begin least hour take cabin crew pleasant helpful return flight dreamliner seat pitch width ok however seat hard use small pillow provide sit say noticed huge difference dreamliner size aircraft route would consider flying kq
281,It was with some trepidation that I used Kenya Airways for a last minute flight up to the UK from Zambia. However I have to say that I was really surprised by how much they have improved in the 6 years since I last used them. The Embraer jet from Lusaka to Nairobi was clean. The meal small but tasty and there was some IFE on the seat back TVs. The plane seemed quite new and the staff efficient and smiling. Punctuality was also excellent. An even bigger surprise was the new modern airport at Nairobi. We were transferred quickly onto the London flight and although it was an older 777 it was not full so there were many spare seats at the back. Again we were on time getting to London. Well done KQ on all that you have achieved!,2015-01-05,False,trepidation used kenya airway last minute flight uk zambia however say really surprised much improved year since last used embraer jet lusaka nairobi clean meal small tasty ife seat back tv plane seemed quite new staff efficient smiling punctuality also excellent even bigger surprise new modern airport nairobi transferred quickly onto london flight although older full many spare seat back time getting london well done kq achieved
282,"Yesterday we were on a direct flight from Lagos to Nairobi except that without previous notice the plane landed in Cotonou Benin for over one hour. Not only that but the airplane didn't have air conditioning during the first two ours of flight. I had purchased and paid for a direct flight in business class and I was given a flight with one layover in a class for animal or merchandise transport. I can't believe that they call themselves ""The pride of Africa"".",2014-12-29,False,yesterday direct flight lagos nairobi except without previous notice plane landed cotonou benin one hour airplane air conditioning first two flight purchased paid direct flight business class given flight one layover class animal merchandise transport believe call pride africa
283,MBA-NBO-BOM-NBO-MBA. All flights were on time and arrived earlier than the ATA. Flight Attendants and Ground service were very friendly. On-board meal was ok and flight was comfortable too. Would for sure fly KQ again and hopefully fly KQ all the time I choose to travel.,2014-12-22,False,mba nbo bom nbo mba flight time arrived earlier ata flight attendant ground service friendly board meal ok flight comfortable would sure fly kq hopefully fly kq time choose travel
284,Flew NBO-AMS B777-300 business class and NBO-JNB-NBO Dreamliner / B737-800 business class during last month. The JNB sectors with a 1-year old baby and all flights a true pleasure. Brand new aircraft on all sectors; particularly impressed with the B787 and B737-800. Excellent service by the cabin crew particularly on the sectors traveling with baby - very helpful. New Pride lounge at NBO is world-class in terms of design and finishes. Food on-board and in the NBO lounge remains somewhat mediocre the rest is tip-top.,2014-12-22,False,flew nbo am b business class nbo jnb nbo dreamliner b business class last month jnb sector year old baby flight true pleasure brand new aircraft sector particularly impressed b b excellent service cabin crew particularly sector traveling baby helpful new pride lounge nbo world class term design finish food board nbo lounge remains somewhat mediocre rest tip top
285,I flew from Nairobi to Amsterdam towards the end of November. The new 777's have a good business class cabin and the seats offer a nice level of comfort. The quality of food and drink was good and is getting closer to that offered by the bigger international airlines on this route. I have always found Kenya Airways Cabin Crews pleasant and helpful but I did not see much of them between meal services. It would be nice if they made a tour of the cabin at reasonable intervals just to see if anyone needs anything rather than waiting to be called.,2014-12-18,False,flew nairobi amsterdam towards end november new good business class cabin seat offer nice level comfort quality food drink good getting closer offered bigger international airline route always found kenya airway cabin crew pleasant helpful see much meal service would nice made tour cabin reasonable interval see anyone need anything rather waiting called
286,Recently flew from LHR to Nairobi on to Kilimanjaro and then return with Kenya Airways. Both of the long haul flights were overnight and the major bonus of flying with this carrier is that the plane was 2/3 empty on the outbound leg (so we got 3 seats each and a great night's sleep) and half-full on the return so we had 3 seats between 2 of us. However on the outbound journey none of the seat-back TVs worked in the centre and right hand seats most were just dead others flickered fitfully and most annoying my screen just wouldn't turn off. Also the reading lights didn't work so it was a good job we could sleep! However all four flights departed and arrived on time and the cabin crew didn't wake us up for breakfast.,2014-12-04,False,recently flew lhr nairobi kilimanjaro return kenya airway long haul flight overnight major bonus flying carrier plane empty outbound leg got seat great night sleep half full return seat u however outbound journey none seat back tv worked centre right hand seat dead others flickered fitfully annoying screen turn also reading light work good job could sleep however four flight departed arrived time cabin crew wake u breakfast
287,I recently flew MAN to MBA via AMS and NBO. Overall a very pleasant flight. All flights took off and landed on time. I'll only mention the AMS to NBO to MBA sections because they were all Kenya flights. The 777-300 ER from AMS to NBO had the 3-3-3 arrangement which meant a little more room than I usually get on other airlines. The food was decent enough the wine ok and plenty off it. The service although not perfect was fine. The IFE is not upto Emirates quality but since I don't sit for the entire flight the movie choice was ok. The flight from NBO to MBA was on a well equipped Embraer 190 which even had its own IFE quite a novelty on a short hop flight and something I've never seen in Europe. The only fly in the ointment was NBO but that is not the airlines fault that's KAA's issue. Its a bit of a nightmare for an international arrival with a domestic transfer. But overall a decent flight I would certainly fly them again.,2014-11-06,False,recently flew man mba via am nbo overall pleasant flight flight took landed time mention am nbo mba section kenya flight er am nbo arrangement meant little room usually get airline food decent enough wine ok plenty service although perfect fine ife upto emirate quality since sit entire flight movie choice ok flight nbo mba well equipped embraer even ife quite novelty short hop flight something never seen europe fly ointment nbo airline fault kaa issue bit nightmare international arrival domestic transfer overall decent flight would certainly fly
288,Recently took four Kenya Airways flights between London and Tanzania and every flight arrived at the destination early staff were friendly and helpful food was good and the flight price was excellent for this time of the year. I fly this route 2 or 3 times a year always with Kenya Airways and I'm yet to be disappointed.,2014-10-22,False,recently took four kenya airway flight london tanzania every flight arrived destination early staff friendly helpful food good flight price excellent time year fly route time year always kenya airway yet disappointed
289,Flew from NBO to Jo'burg with friends on golfing holiday (Group of 12). We fly KQ a lot in Kenya and we all knew it's a horrible airline before we booked but we did not have much choice and were ok because KQ normally fly golf bags for free. Nope - they've changed their minds on this route and tried to sting us each for $120 excess baggage. One couple paid and the rest of us refused - they finally let us on because we were holding up the check-in for everyone else. No in-flight entertainment of course but flight was actually on time which is a nice change for KQ. My wife and I booked our seats in advance but found they had been given up to others (part of my group so we did not make a fuss) and my wife and were given seats two rows apart. Luckily other people were prepared to swap so we could sit together. Hopelessly unprofessional airline from time of booking to time of landing but what can you do? I'd never fly KQ if I had a choice. Flight back was exactly the same except they let us bring our clubs for free because we had a letter from the tour operator saying we were entitled.,2014-09-14,False,flew nbo jo burg friend golfing holiday group fly kq lot kenya knew horrible airline booked much choice ok kq normally fly golf bag free nope changed mind route tried sting u excess baggage one couple paid rest u refused finally let u holding check everyone else flight entertainment course flight actually time nice change kq wife booked seat advance found given others part group make fuss wife given seat two row apart luckily people prepared swap could sit together hopelessly unprofessional airline time booking time landing never fly kq choice flight back exactly except let u bring club free letter tour operator saying entitled
290,NBO-DEL. We were served only 1 samosa each for dinner. MUM-NBO flight was cancelled but before I left NBO the office confirmed that I was reserved on the next flight. On enquiring a day before travel was informed that I wasn't booked! He booked me then lucky enough there was space! NBO-MUM they said there's an hours delay it was actually 8 hours delayed! Missed the connecting flight to Kolkata paid an extra 3500 rupees for the next flight only the return from DEL-NBO was on time and well managed. KQ never again!,2014-09-10,False,nbo del served samosa dinner mum nbo flight cancelled left nbo office confirmed reserved next flight enquiring day travel informed booked booked lucky enough space nbo mum said hour delay actually hour delayed missed connecting flight kolkata paid extra rupee next flight return del nbo time well managed kq never
291,I flew Business Class from Bangkok to Nairobi and it was one of my worst flight experiences. The Business Class cabin was virtually empty 3 other passengers. The food was the same as Economy a chicken/patty/hamburger with overcooked vegetables and none of the wines on the impressive wine list were available - only the NZ Chardonnay they were serving in Economy. The IFE did not work which I reported to the Purser - was on the same plane same seat on return journey - still not working. On arrival at Nairobi I was woken on final approach - no time for even a cup of coffee. The stewardess said she had not wanted to wake me - but had not asked the night before if I would be wanting breakfast. A much shorter flight and also more expensive than Qatar which I usually choose on this route. Never again.,2014-08-28,False,flew business class bangkok nairobi one worst flight experience business class cabin virtually empty passenger food economy chicken patty hamburger overcooked vegetable none wine impressive wine list available nz chardonnay serving economy ife work reported purser plane seat return journey still working arrival nairobi woken final approach time even cup coffee stewardess said wanted wake asked night would wanting breakfast much shorter flight also expensive qatar usually choose route never
292,Our flight from Guangzhou to Bangkok was cancelled. This is actually not something unusual. However the handling of this situation by the local staff was an absolute disaster. Initially the flight was delayed for three hours until they eventually made the decision to cancel it. We were put up in a below average hotel and left in the dark about further arrangements. The next day we called them every half hour but they themselves did not know what went on. Furthermore they told us that we could not easily get our luggage. In the end I had to get very angry. Only then did they become more co-operative. However the pilot did not allow the luggage to be released from the airport until the afternoon of the next day. Due to this we almost missed the next flight. Never again!,2014-08-26,False,flight guangzhou bangkok cancelled actually something unusual however handling situation local staff absolute disaster initially flight delayed three hour eventually made decision cancel put average hotel left dark arrangement next day called every half hour know went furthermore told u could easily get luggage end get angry become co operative however pilot allow luggage released airport afternoon next day due almost missed next flight never
293,"Flew return London to Nairobi with ""The Pride of Africa"". The website is amateur looking and booking a seat is confusing. I did book with a travel agent and they said we would have to pay for extra legroom seats. However when I logged on I discovered row 33 DFG were all free to book with extra leg room. The service was basic food was bad my entertainment system was old and did not work  when I asked a member of staff to look they just walked off. So 8 hours with no entertainment system the fact I had legroom helped me to relax. A man sitting next to me said their entertainment systems quite often do not work. Staff looked like they did not want to be there. On Returning from Zanzibar we were told we would have to pay $100 each for extra leg room. As the card machine was not working on the Kenya Airways desk my friend was taken for a 45 minute walk to get this booked. Terrible experience and I would never fly with them again.",2014-08-18,False,flew return london nairobi pride africa website amateur looking booking seat confusing book travel agent said would pay extra legroom seat however logged discovered row dfg free book extra leg room service basic food bad entertainment system old work asked member staff look walked hour entertainment system fact legroom helped relax man sitting next said entertainment system quite often work staff looked like want returning zanzibar told would pay extra leg room card machine working kenya airway desk friend taken minute walk get booked terrible experience would never fly
294,We have been using KQ for the past 14 years out of Malawi and it is a love/hate relationship. I trust the pilots and the airline technicians. If KQ management would go the extra step they would graduate into another category. However very often its the individual flight attendants that keep me booking and flying KQ. We flew Economy and Business - both with different experiences. I was about not to book KQ anymore until the new dreamliner came in. Nice aircraft - friendly crew. The inflight service needs improvement. I have had better service in Economy than in Business class at times. The inflight entertainment program and equipment did not work on previous flights (both classes) except the new planes. Would I fly KQ again? Yes but if I can fly KLM equipment I would chose KLM because it is predictable in terms of standard and quality. The new Dreamliners will only be attractive as long as KQ maintains these aircraft well and keeps them clean and the inflight entertainment works.,2014-08-14,False,using kq past year malawi love hate relationship trust pilot airline technician kq management would go extra step would graduate another category however often individual flight attendant keep booking flying kq flew economy business different experience book kq anymore new dreamliner came nice aircraft friendly crew inflight service need improvement better service economy business class time inflight entertainment program equipment work previous flight class except new plane would fly kq yes fly klm equipment would chose klm predictable term standard quality new dreamliners attractive long kq maintains aircraft well keep clean inflight entertainment work
295,NBO-DXB. They have started flying the B772 on this route. Pleasant and comfortable flight very welcome break from the ageing B767 a/c. Attentive crew and cabin service seems to have been revamped plenty of drinks rounds etc. The only qualm is the catering to basic and could do with some improvement. Overall a good flight.,2014-08-06,False,nbo dxb started flying b route pleasant comfortable flight welcome break ageing b c attentive crew cabin service seems revamped plenty drink round etc qualm catering basic could improvement overall good flight
296,I travelled to Uganda via Nairobi (Kenya) last month. The plane rides differ massively in quality. The flight to Kenya left on time but I feel it was let down by many things: 1) The plane being very old. 2) A lot of the TV's don't work mine did but the film like many other people said stopped working near the end. 3) The food quality was really bad. I however then had a flight from Nairobi to Uganda and this was really good the plane was very new and had working TV's with pretty new films (it was only 1 hour flight). Another thing was we got served food and drinks. This was far better than the flight from London.,2014-07-29,False,travelled uganda via nairobi kenya last month plane ride differ massively quality flight kenya left time feel let many thing plane old lot tv work mine film like many people said stopped working near end food quality really bad however flight nairobi uganda really good plane new working tv pretty new film hour flight another thing got served food drink far better flight london
297,Amsterdam - Narobi on new B777-300ER. An excellent flight - comfortable seats with very good legroom. The base of the seat goes forward when the back reclines which makes it far more comfortable for sleeping. Kenya Airways have kept a 3-3-3 arrangement so the seats are wider. Food tasty and cabin crew friendly and professional. Nice welcome from captain. Good inflight entertainment. Connecting flight to Dar-es-Salaam equally straightforward and comfortable. Very keen to use Kenya Airways again - far superior to KLM who they codeshare the AMS-NBO route with.,2014-07-10,False,amsterdam narobi new b er excellent flight comfortable seat good legroom base seat go forward back reclines make far comfortable sleeping kenya airway kept arrangement seat wider food tasty cabin crew friendly professional nice welcome captain good inflight entertainment connecting flight dar e salaam equally straightforward comfortable keen use kenya airway far superior klm codeshare am nbo route
298,I flew from Nairobi to Paris on the new Boeing 787 that now operates this route. The aircraft is new and has great inflight entertainment seats are comfortable and legroom is good. I'm a tall guy and I really struggle with legroom on most aircraft's. The crew were very friendly. Overall great experience.,2014-07-10,False,flew nairobi paris new boeing operates route aircraft new great inflight entertainment seat comfortable legroom good tall guy really struggle legroom aircraft crew friendly overall great experience
299,"I have flown London - Lilongwe - London the past few weeks. I arrived safely. It is disappointing that the in- flight entertainment system does not work London - Nairobi - London. It amused me that the crew still hand- out the headphones. Apparently headphones keep passengers amused - until they realise nothing works. The food was good (goat stew) - avoid the breakfast ""eggs"". The cabin crew excellent. The airline survives on it's route network - and cheap flights. With 'code-share' flights check what airline is actually providing the flight. I am using Kenya Airways again this month. Would I use them if there was a realistic alternative on the routes? Not sure. But I still rated Kenya Airways 4 out of 5 for 'Value for Money'.",2014-07-06,False,flown london lilongwe london past week arrived safely disappointing flight entertainment system work london nairobi london amused crew still hand headphone apparently headphone keep passenger amused realise nothing work food good goat stew avoid breakfast egg cabin crew excellent airline survives route network cheap flight code share flight check airline actually providing flight using kenya airway month would use realistic alternative route sure still rated kenya airway value money
300,"I have flown London - Lilongwe - London the past few weeks. I arrived safely. It is disappointing that the in- flight entertainment system does not work London - Nairobi - London. It amused me that the crew still hand- out the headphones. Apparently headphones keep passengers amused - until they realise nothing works. The food was good (goat stew) - avoid the breakfast ""eggs"". The cabin crew excellent. The airline survives on it's route network - and cheap flights. With 'code-share' flights check what airline is actually providing the flight. I am using Kenya Airways again this month. Would I use them if there was a realistic alternative on the routes? Not sure. But I still rated Kenya Airways 4 out of 5 for 'Value for Money'.",2014-07-06,False,flown london lilongwe london past week arrived safely disappointing flight entertainment system work london nairobi london amused crew still hand headphone apparently headphone keep passenger amused realise nothing work food good goat stew avoid breakfast egg cabin crew excellent airline survives route network cheap flight code share flight check airline actually providing flight using kenya airway month would use realistic alternative route sure still rated kenya airway value money
301,KQ116 2014/6/26 from Nairobi to Amsterdam. We had a very good flight with friendly stewards a very good entertainment and good food and drinks. We will ever fly again with this company.,2014-06-30,False,kq nairobi amsterdam good flight friendly steward good entertainment good food drink ever fly company
302,15th June KQ 202. I travelled to Mumbai. The Boeing 777-200ER was good comfortable seats service was great and friendly. I am sure this airlines will become one of the best with the new Dreamliners and 777-300ER.,2014-06-25,False,th june kq travelled mumbai boeing er good comfortable seat service great friendly sure airline become one best new dreamliners er
303,Kenya Airways used to be one of my favourite carriers - ok they were not in the same league as Emirates but they did a good job considering the price. Over the last few years things have been going steadily downhill and over the last few trip I have done with them they have reached new depths. The in-flight entertainment system simply does not work on the London-Nairobi flight and the aircrew are clearly aware that the system has simply died. They promised a new system and new planes are coming soon - I just hope it is soon enough to save the airline.,2014-06-16,False,kenya airway used one favourite carrier ok league emirate good job considering price last year thing going steadily downhill last trip done reached new depth flight entertainment system simply work london nairobi flight aircrew clearly aware system simply died promised new system new plane coming soon hope soon enough save airline
304,I flew LHR-NBO return and was generally satisfied by the service. It's nothing special but the 777 are relatively comfortable (showing some sign of age) - the best feature in both directions was that there were plenty of spare seats so passengers were able to spread out and I found the overnight timings most convenient. I found the food and drink poor however (particularly hard to face food overstrained tea and vile juice) and the in-flight entertainment distinctly average (limited range of films poor sound quality broken in several seats). Basically it's an acceptable in-flight experience that gets you efficiently from A to B and the ground experience is much more professional/competent than many other African airlines from my experience. Staff were generally friendly (with exception of some check-in staff at NBO who were grumpy).,2014-06-10,False,flew lhr nbo return generally satisfied service nothing special relatively comfortable showing sign age best feature direction plenty spare seat passenger able spread found overnight timing convenient found food drink poor however particularly hard face food overstrained tea vile juice flight entertainment distinctly average limited range film poor sound quality broken several seat basically acceptable flight experience get efficiently b ground experience much professional competent many african airline experience staff generally friendly exception check staff nbo grumpy
305,"Travelled on KQ from Nairobi to Bangkok in economy. A horrible experience. ""Pride of Africa"" what a joke! The food was terrible the seating in the 767 was so tight that I have has better space in much smaller aircraft's. The on board service was despicable. The staff acted as though they were doing you a favour by serving food and drink. I would never travel Kenya Airways again.",2014-06-02,False,avelled kq nairobi bangkok economy horrible experience pride africa joke food terrible seating tight better space much smaller aircraft board service despicable staff acted though favour serving food drink would never travel kenya airway
306,The inflight entertainment only worked for some people mine didn't work at all. The flight was full so we had no option of moving. The flight was more than 6 hours so it was very boring. The were only 2 options for food: Chicken or vegetarian. Naturally most people chose chicken so by the time the staff got to us there was only vegetarian food left. We didn't get much to drink either. I've either been spoiled by Emirates' excellent service or this airline is just very poor because I was absolutely disgusted by the service.,2014-05-29,False,inflight entertainment worked people mine work flight full option moving flight hour boring option food chicken vegetarian naturally people chose chicken time staff got u vegetarian food left get much drink either either spoiled emirate excellent service airline poor absolutely disgusted service
307,MBA-NBO-CAN-NBO-MBA.. 1st leg was an Embraer E190 and the 2nd was a new Boeing 777-300ER. The flight was good. Had 3 seats all the way to CAN to myself and slept very comfortably. Business Class service in Economy. Flight attendants were responsive to calls and gave good service. Return had a problem of checked in luggage which was removed due to power banks inside. Was informed about it by a KQ staff but then due to language barrier and a lazy security guard who didn't want to walk all the way to the check in counter told me all was OK and to board. Reaching NBO I didn't get my bag for 2 days. All in all the flight was good and on time both ways.,2014-05-26,False,mba nbo nbo mba st leg embraer e nd new boeing er flight good seat way slept comfortably business class service economy flight attendant responsive call gave good service return problem checked luggage removed due power bank inside informed kq staff due language barrier lazy security guard want walk way check counter told ok board reaching nbo get bag day flight good time way
308,I have flown a number of times on the Bangkok-Nairobi route and had a mixed set of experiences. Seats are good for sleeping and food is edible mostly. I approach it as super premium economy with some business perks and I am not disappointed. I rarely watch in-flight entertainment but it doesn't work sometimes - that is a fact. Don't expect too much in terms of communication if there is trouble but they have generally been okay with us. Only one serious delay in 8 years (door wouldn't close) and we were treated okay in Business (slow but sure) but the economy passengers were left at the gate all night with minimal information late refreshments and little help. Basically they were dumped because Kenya Airways only had enough staff left on duty to take care of us and they had to wait until we were shuttled off to our hotel before they got any attention.,2014-05-25,False,flown number time bangkok nairobi route mixed set experience seat good sleeping food edible mostly approach super premium economy business perk disappointed rarely watch flight entertainment work sometimes fact expect much term communication trouble generally okay u one serious delay year door close treated okay business slow sure economy passenger left gate night minimal information late refreshment little help basically dumped kenya airway enough staff left duty take care u wait shuttled hotel got attention
309,Just last week I was on another Kenya Airways flight but this time the experience far from what I'd expected. The aircraft itself had only just returned to Nairobi with a full load of passengers about an hour before we boarded it. Of course it had been prepared for our flight but not well enough - the toilet I used even before departure was grubby the carpeting on the floor of the passenger cabin still had tiny remnants of a food spill from the previous flight the inflight entertainment system worked only partly - the flight tracker did not work at all throughout the 8 hr flight to Amsterdam - the choice in movies and music was so limited and the sound quality so inadequate. A far cry from the very enjoyable flight on the KLM B747-400 that had flown me on the outward leg. But the food was fairly good and there was one or two particularly attractive flight attendants.,2014-05-07,False,last week another kenya airway flight time experience far expected aircraft returned nairobi full load passenger hour boarded course prepared flight well enough toilet used even departure grubby carpeting floor passenger cabin still tiny remnant food spill previous flight inflight entertainment system worked partly flight tracker work throughout hr flight amsterdam choice movie music limited sound quality inadequate far cry enjoyable flight klm b flown outward leg food fairly good one two particularly attractive flight attendant
310,8 flights in 6 weeks with 'The Pride of Africa'. 4 flights without the inflight entertainment working. Whole rows of seats had similar problems. All 777. Staff not able nor did they appear to care about the problems. Letter to KQ had a few platitudes back. Don't fly KQ long haul.,2014-04-30,False,flight week pride africa flight without inflight entertainment working whole row seat similar problem staff able appear care problem letter kq platitude back fly kq long haul
311,My wife and I arrived in Guangzhou on 26 Dec 2013 from Melbourne to connect with Kenya airways to Nairobi. In summery we faced lots of inconveniences simply due to language problems. The flight to Nairobi was cancelled but none of the staff could tell us what was going on. The airline should consider having Swahili or English speaking staff permanently stationed in Guangzhou.,2014-04-13,False,wife arrived guangzhou dec melbourne connect kenya airway nairobi summery faced lot inconvenience simply due language problem flight nairobi cancelled none staff could tell u going airline consider swahili english speaking staff permanently stationed guangzhou
312,Flew NBO-AMS on B777: Flight was on time and aircraft quite new. The staff were nice. There could have been more thorough pre-takeoff and pre-landing aisle checks for seat belts etc. The entertainment system was ok good choice of movies but the sound was low. The food was ok We departed on time: The business class seats were comfortable and the cabin was clean. A rather good experience.,2014-04-06,False,flew nbo am b flight time aircraft quite new staff nice could thorough pre takeoff pre landing aisle check seat belt etc entertainment system ok good choice movie sound low food ok departed time business class seat comfortable cabin clean rather good experience
313,First time traveller with KA and returning with them also but given the choice to the same destination next time I will make sure the flight is with KLM. The reason for my disappointment was the food provided. The breakfast served was pathetic fruit juice yoghurt bread roll margarine and jam and a bagel are not for me. Then on the connecting flight to Mombasa I received an apple turnover and some coffee. Sorry KA but that just isn't breakfast to me. Cabin Crew were friendly and efficient flight was good but to lose customers for poor food is pretty bad.,2014-04-01,False,first time traveller ka returning also given choice destination next time make sure flight klm reason disappointment food provided breakfast served pathetic fruit juice yoghurt bread roll margarine jam bagel connecting flight mombasa received apple turnover coffee sorry ka breakfast cabin crew friendly efficient flight good lose customer poor food pretty bad
314,Flew AMS-NBO on B777 and NBO-CDG on the B767-300. The B777 was fine but nothing special. Friendly staff. Slightly little legroom but fine. IFE ok not much choice and slightly bad sound but still fine. The temporary arrivals terminal in NBO is small but efficient. The B767 was worse. Legroom was extraordinary small. The only thing that made it bearable to sit for almost 9 hours at the seat was that I had two seats for myself. Quite old plane too entertainment system was not on demand. Good staff however and the food was ok. The B777 is recommended try to avoid the old B767.,2014-03-10,False,flew am nbo b nbo cdg b b fine nothing special friendly staff slightly little legroom fine ife ok much choice slightly bad sound still fine temporary arrival terminal nbo small efficient b worse legroom extraordinary small thing made bearable sit almost hour seat two seat quite old plane entertainment system demand good staff however food ok b recommended try avoid old b
315,16th Feb 2014 LHR-Nairobi. Flight on time. Very clean aircraft. Not full so able to spread out. Comfy chairs good IFE and movie choice. Food was delicious requested Vegan meal and it was delivered. Cabin crew were lovely and attentive. Drinks were given by the double! Honestly couldn't fault them brilliant flight.,2014-03-10,False,th feb lhr nairobi flight time clean aircraft full able spread comfy chair good ife movie choice food delicious requested vegan meal delivered cabin crew lovely attentive drink given double honestly fault brilliant flight
316,Flew from NBO to Heathrow on the 777. Flight delayed 45 mins because otherwise we would have arrived at Heathrow before 6am on a Sunday. Surely the Operations people could have scheduled the flight accordingly? Seats were rock hard and uncomfortable. Service by the all male cabin crew was erratic. IFE was OK. Not recommended but there is a distinct lack of competition on this route so there is not a lot of choice.,2014-03-04,False,flew nbo heathrow flight delayed min otherwise would arrived heathrow sunday surely operation people could scheduled flight accordingly seat rock hard uncomfortable service male cabin crew erratic ife ok recommended distinct lack competition route lot choice
317,KQ860 NBO-BKK. 767-300. Flight was 99% full and ground staff and FA's were efficient with the boarding process and managed to get everyone seated in time (despite the large amount of duty free items brought on board). There were a lot of Chinese/Thai flight attendants to deal with the Chinese/Thai speaking passengers. Hand luggage size rules were (generally) obeyed by passengers. Flight arrived about an hour early. FA's were friendly and had good English. Good selection of beverages (and generous amounts). Food was also good. Leg room and seat width was adequate. Good magazine. A few noticeable issues: The turning off of electronic devices prior to takeoff and landing was not enforced by staff and staff were also not strict enough with regards to passengers standing up going to the toilets etc. during taxiing. There could have been more thorough pre-takeoff and pre-landing aisle checks for seat belts etc. by the FA's. Sometimes there were no announcements by FA's when the seatbelt sign was turned on by the captain during turbulence and passengers of whom disobeyed the sign were not told to hurry up and sit down - people continued to move around the cabin. There were seat back TV's (channels) but the content was not working (blank black screens on all channels except for the flight data). FA's were notified but could not be fixed. The safety video needs updating and the audio from the loudspeakers was too soft. There were no night aisle walks by FA's with water/juice - they seemed to disappear after the meal service. Overall good for an African airline and has improved over the past years but needs a few more finishing touches before it is on par with a lot of other major international carriers. Good value for money.,2014-01-30,False,kq nbo bkk flight full ground staff fa efficient boarding process managed get everyone seated time despite large amount duty free item brought board lot chinese thai flight attendant deal chinese thai speaking passenger hand luggage size rule generally obeyed passenger flight arrived hour early fa friendly good english good selection beverage generous amount food also good leg room seat width adequate good magazine noticeable issue turning electronic device prior takeoff landing enforced staff staff also strict enough regard passenger standing going toilet etc taxiing could thorough pre takeoff pre landing aisle check seat belt etc fa sometimes announcement fa seatbelt sign turned captain turbulence passenger disobeyed sign told hurry sit people continued move around cabin seat back tv channel content working blank black screen channel except flight data fa notified could fixed safety video need updating audio loudspeaker soft night aisle walk fa water juice seemed disappear meal service overall good african airline improved past year need finishing touch par lot major international carrier good value money
